BRH_region,ISOalpha3code,Country,date,year,debtpctgdp,dsa,sovrate,dsp_pctexp,reserves_mthimp,erdep,inflation,wb_incgroup
Pacific,TON,Tonga,01/02/2005,2005,,,,,,-1.69,11.59,
Pacific,TON,Tonga,01/03/2005,2005,,,,,,-4.13,9.91,
Pacific,TON,Tonga,01/04/2005,2005,,,,,,-3.64,8.71,
Pacific,TON,Tonga,01/05/2005,2005,,,,,,-4.45,7.80,
Pacific,TON,Tonga,01/06/2005,2005,,,,,,-3.67,8.65,
Pacific,TON,Tonga,01/07/2005,2005,,,,,,-0.92,8.55,
Pacific,TON,Tonga,01/08/2005,2005,,,,,,-1.98,9.20,
Pacific,TON,Tonga,01/09/2005,2005,,,,,,-1.88,7.28,
Pacific,TON,Tonga,01/10/2005,2005,,,,,,-0.32,7.77,
Pacific,TON,Tonga,01/11/2005,2005,,,,,,2.85,7.50,
Pacific,TON,Tonga,01/12/2005,2005,43.35,,,9.76,3.58,5.32,7.34,Upper middle income
Pacific,TON,Tonga,01/01/2006,2006,,,,,,6.35,6.23,
Pacific,TON,Tonga,01/02/2006,2006,,,,,,7.94,5.81,
Pacific,TON,Tonga,01/03/2006,2006,,,,,,8.95,6.98,
Pacific,TON,Tonga,01/04/2006,2006,,,,,,6.32,7.46,
Pacific,TON,Tonga,01/05/2006,2006,,,,,,5.52,6.68,
Pacific,TON,Tonga,01/06/2006,2006,,,,,,6.37,6.40,
Pacific,TON,Tonga,01/07/2006,2006,,,,,,3.71,7.10,
Pacific,TON,Tonga,01/08/2006,2006,,,,,,3.78,6.66,
Pacific,TON,Tonga,01/09/2006,2006,,,,,,2.61,6.10,
Pacific,TON,Tonga,01/10/2006,2006,,,,,,1.84,5.26,
Pacific,TON,Tonga,01/11/2006,2006,,,,,,0.06,4.45,
Pacific,TON,Tonga,01/12/2006,2006,39.55,,,8.58,3.60,-1.52,4.85,Upper middle income
Pacific,TON,Tonga,01/01/2007,2007,,,,,,-1.41,3.30,
Pacific,TON,Tonga,01/02/2007,2007,,,,,,-1.68,3.37,
Pacific,TON,Tonga,01/03/2007,2007,,,,,,-2.28,3.89,
Pacific,TON,Tonga,01/04/2007,2007,,,,,,-2.60,4.87,
Pacific,TON,Tonga,01/05/2007,2007,,,,,,-1.63,5.16,
Pacific,TON,Tonga,01/06/2007,2007,,,,,,-4.05,5.67,
Pacific,TON,Tonga,01/07/2007,2007,,,,,,-4.95,6.63,
Pacific,TON,Tonga,01/08/2007,2007,,,,,,-0.81,6.96,
Pacific,TON,Tonga,01/09/2007,2007,,,,,,-0.79,8.12,
Pacific,TON,Tonga,01/10/2007,2007,,,,,,-3.50,7.70,
Pacific,TON,Tonga,01/11/2007,2007,,,,,,-4.01,7.39,
Pacific,TON,Tonga,01/12/2007,2007,37.82,,,10.63,4.17,-4.86,6.80,Upper middle income
Pacific,TON,Tonga,01/01/2008,2008,,,,,,-6.85,10.57,
Pacific,TON,Tonga,01/02/2008,2008,,,,,,-7.05,12.20,
Pacific,TON,Tonga,01/03/2008,2008,,,,,,-8.89,12.00,
Pacific,TON,Tonga,01/04/2008,2008,,,,,,-6.89,11.97,
Pacific,TON,Tonga,01/05/2008,2008,,,,,,-7.13,12.64,
Pacific,TON,Tonga,01/06/2008,2008,,,,,,-5.40,12.19,
Pacific,TON,Tonga,01/07/2008,2008,,,,,,-4.06,9.26,
Pacific,TON,Tonga,01/08/2008,2008,,,,,,-3.44,10.93,
Pacific,TON,Tonga,01/09/2008,2008,,,,,,-0.62,10.31,
Pacific,TON,Tonga,01/10/2008,2008,,,,,,8.66,9.50,
Pacific,TON,Tonga,01/11/2008,2008,,,,,,12.46,7.94,
Pacific,TON,Tonga,01/12/2008,2008,34.01,,,8.75,3.68,13.19,6.37,Upper middle income
Pacific,TON,Tonga,01/01/2009,2009,,,,,,15.14,3.85,
Pacific,TON,Tonga,01/02/2009,2009,,,,,,18.41,2.01,
Pacific,TON,Tonga,01/03/2009,2009,,,,,,20.67,2.42,
Pacific,TON,Tonga,01/04/2009,2009,,,,,,16.29,1.35,
Pacific,TON,Tonga,01/05/2009,2009,,,,,,13.09,1.88,
Pacific,TON,Tonga,01/06/2009,2009,,,,,,9.18,1.23,
Pacific,TON,Tonga,01/07/2009,2009,,,,,,8.77,1.32,
Pacific,TON,Tonga,01/08/2009,2009,,,,,,2.32,0.49,
Pacific,TON,Tonga,01/09/2009,2009,,,,,,-2.48,1.56,
Pacific,TON,Tonga,01/10/2009,2009,,,,,,-10.70,,
Pacific,TON,Tonga,01/11/2009,2009,,,,,,-13.25,0.39,
Pacific,TON,Tonga,01/12/2009,2009,39.73,,,7.17,4.67,-12.03,1.17,Upper middle income
Pacific,TON,Tonga,01/01/2010,2010,,,,,,-12.86,1.48,
Pacific,TON,Tonga,01/02/2010,2010,,,,,,-13.61,1.80,
Pacific,TON,Tonga,01/03/2010,2010,,,,,,-13.64,2.50,
Pacific,TON,Tonga,01/04/2010,2010,,,,,,-9.32,4.61,
Pacific,TON,Tonga,01/05/2010,2010,,,,,,-5.16,2.47,
Pacific,TON,Tonga,01/06/2010,2010,,,,,,-3.85,2.73,
Pacific,TON,Tonga,01/07/2010,2010,,,,,,-3.91,5.00,
Pacific,TON,Tonga,01/08/2010,2010,,,,,,-1.30,4.17,
Pacific,TON,Tonga,01/09/2010,2010,,,,,,-1.29,2.93,
Pacific,TON,Tonga,01/10/2010,2010,,,,,,-1.07,4.82,
Pacific,TON,Tonga,01/11/2010,2010,,,,,,-3.07,4.85,
Pacific,TON,Tonga,01/12/2010,2010,44.73,,,9.32,5.38,-3.60,5.02,Upper middle income
Pacific,TON,Tonga,01/01/2011,2011,,,,,,-3.74,6.86,
Pacific,TON,Tonga,01/02/2011,2011,,,,,,-5.79,6.52,
Pacific,TON,Tonga,01/03/2011,2011,,,,,,-4.43,7.50,
Pacific,TON,Tonga,01/04/2011,2011,,,,,,-8.45,7.69,
Pacific,TON,Tonga,01/05/2011,2011,,,,,,-11.04,9.71,
Pacific,TON,Tonga,01/06/2011,2011,,,,,,-12.31,7.08,
Pacific,TON,Tonga,01/07/2011,2011,,,,,,-15.30,5.88,
Pacific,TON,Tonga,01/08/2011,2011,,,,,,-16.56,6.19,
Pacific,TON,Tonga,01/09/2011,2011,,,,,,-12.97,5.56,
Pacific,TON,Tonga,01/10/2011,2011,,,,,,-8.52,4.30,
Pacific,TON,Tonga,01/11/2011,2011,,,,,,-5.85,4.32,
Pacific,TON,Tonga,01/12/2011,2011,51.85,,,6.55,6.33,-5.83,3.84,Upper middle income
Pacific,TON,Tonga,01/01/2012,2012,,,,,,-6.39,1.67,
Pacific,TON,Tonga,01/02/2012,2012,,,,,,-7.81,2.46,
Pacific,TON,Tonga,01/03/2012,2012,,,,,,-7.10,1.63,
Pacific,TON,Tonga,01/04/2012,2012,,,,,,-3.84,1.31,
Pacific,TON,Tonga,01/05/2012,2012,,,,,,-0.21,0.37,
Pacific,TON,Tonga,01/06/2012,2012,,,,,,2.96,2.30,
Pacific,TON,Tonga,01/07/2012,2012,,,,,,7.05,0.66,
Pacific,TON,Tonga,01/08/2012,2012,,,,,,5.86,,
Pacific,TON,Tonga,01/09/2012,2012,,,,,,3.46,,
Pacific,TON,Tonga,01/10/2012,2012,,,,,,1.21,1.05,
Pacific,TON,Tonga,01/11/2012,2012,,,,,,0.62,1.45,
Pacific,TON,Tonga,01/12/2012,2012,54.43,,,6.15,6.15,-0.25,2.51,Upper middle income
Pacific,TON,Tonga,01/01/2013,2013,,,,,,1.30,1.59,
Pacific,TON,Tonga,01/02/2013,2013,,,,,,3.19,1.14,
Pacific,TON,Tonga,01/03/2013,2013,,,,,,2.19,0.76,
Pacific,TON,Tonga,01/04/2013,2013,,,,,,0.67,0.47,
Pacific,TON,Tonga,01/05/2013,2013,,,,,,0.14,,
Pacific,TON,Tonga,01/06/2013,2013,,,,,,2.56,0.19,
Pacific,TON,Tonga,01/07/2013,2013,,,,,,3.94,0.19,
Pacific,TON,Tonga,01/08/2013,2013,,,,,,6.51,0.85,
Pacific,TON,Tonga,01/09/2013,2013,,,,,,5.22,1.42,
Pacific,TON,Tonga,01/10/2013,2013,,,,,,3.32,1.42,
Pacific,TON,Tonga,01/11/2013,2013,,,,,,4.26,0.57,
Pacific,TON,Tonga,01/12/2013,2013,49.04,,,5.67,6.34,4.54,0.85,Upper middle income
Pacific,TON,Tonga,01/01/2014,2014,,,,,,6.16,4.24,
Pacific,TON,Tonga,01/02/2014,2014,,,,,,6.65,4.67,
Pacific,TON,Tonga,01/03/2014,2014,,,,,,6.24,4.80,
Pacific,TON,Tonga,01/04/2014,2014,,,,,,4.78,3.92,
Pacific,TON,Tonga,01/05/2014,2014,,,,,,2.85,2.99,
Pacific,TON,Tonga,01/06/2014,2014,,,,,,0.15,1.50,
Pacific,TON,Tonga,01/07/2014,2014,,,,,,-1.53,1.88,
Pacific,TON,Tonga,01/08/2014,2014,,,,,,-0.47,2.44,
Pacific,TON,Tonga,01/09/2014,2014,,,,,,2.95,1.03,
Pacific,TON,Tonga,01/10/2014,2014,,,,,,7.04,0.75,
Pacific,TON,Tonga,01/11/2014,2014,,,,,,6.77,1.79,
Pacific,TON,Tonga,01/12/2014,2014,47.48,,,6.73,7.01,8.32,0.19,Upper middle income
Pacific,TON,Tonga,01/01/2015,2015,,,,,,7.71,0.09,
Pacific,TON,Tonga,01/02/2015,2015,,,,,,8.68,,
Pacific,TON,Tonga,01/03/2015,2015,,,,,,9.16,,
Pacific,TON,Tonga,01/04/2015,2015,,,,,,11.06,,
Pacific,TON,Tonga,01/05/2015,2015,,,,,,11.60,,
Pacific,TON,Tonga,01/06/2015,2015,,,,,,15.47,0.18,
Pacific,TON,Tonga,01/07/2015,2015,,,,,,19.58,1.57,
Pacific,TON,Tonga,01/08/2015,2015,,,,,,19.42,,
Pacific,TON,Tonga,01/09/2015,2015,,,,,,19.71,,
Pacific,TON,Tonga,01/10/2015,2015,,,,,,15.77,,
Pacific,TON,Tonga,01/11/2015,2015,,,,,,16.02,,
Pacific,TON,Tonga,01/12/2015,2015,51.18,,,7.28,7.09,13.95,,Upper middle income
Pacific,TON,Tonga,01/01/2016,2016,,,,,,14.46,,
Pacific,TON,Tonga,01/02/2016,2016,,,,,,13.04,,
Pacific,TON,Tonga,01/03/2016,2016,,,,,,11.24,1.40,
Pacific,TON,Tonga,01/04/2016,2016,,,,,,10.48,,
Pacific,TON,Tonga,01/05/2016,2016,,,,,,11.01,,
Pacific,TON,Tonga,01/06/2016,2016,,,,,,6.71,0.18,
Pacific,TON,Tonga,01/07/2016,2016,,,,,,2.46,1.73,
Pacific,TON,Tonga,01/08/2016,2016,,,,,,0.80,5.08,
Pacific,TON,Tonga,01/09/2016,2016,,,,,,-2.19,7.08,
Pacific,TON,Tonga,01/10/2016,2016,,,,,,-0.94,6.11,
Pacific,TON,Tonga,01/11/2016,2016,,,,,,-1.24,6.71,
Pacific,TON,Tonga,01/12/2016,2016,49.41,,,5.07,7.66,0.19,6.69,Upper middle income
Pacific,TON,Tonga,01/01/2017,2017,,,,,,-1.38,5.37,
Pacific,TON,Tonga,01/02/2017,2017,,,,,,-2.75,8.85,
Pacific,TON,Tonga,01/03/2017,2017,,,,,,-0.40,9.41,
Pacific,TON,Tonga,01/04/2017,2017,,,,,,1.31,9.76,
Pacific,TON,Tonga,01/05/2017,2017,,,,,,0.83,10.33,
Pacific,TON,Tonga,01/06/2017,2017,,,,,,-0.32,10.65,
Pacific,TON,Tonga,01/07/2017,2017,,,,,,-1.13,7.32,
Pacific,TON,Tonga,01/08/2017,2017,,,,,,-1.68,5.54,
Pacific,TON,Tonga,01/09/2017,2017,,,,,,-0.85,5.73,
Pacific,TON,Tonga,01/10/2017,2017,,,,,,0.27,6.12,
Pacific,TON,Tonga,01/11/2017,2017,,,,,,0.89,5.50,
Pacific,TON,Tonga,01/12/2017,2017,44.68,,,4.00,7.40,0.00,6.00,Upper middle income
Pacific,TON,Tonga,01/01/2018,2018,,,,,,-1.92,6.23,
Pacific,TON,Tonga,01/02/2018,2018,,,,,,-1.09,3.53,
Pacific,TON,Tonga,01/03/2018,2018,,,,,,-1.64,4.90,
Pacific,TON,Tonga,01/04/2018,2018,,,,,,-1.92,4.59,
Pacific,TON,Tonga,01/05/2018,2018,,,,,,-0.85,3.60,
Pacific,TON,Tonga,01/06/2018,2018,,,,,,0.85,2.83,
Pacific,TON,Tonga,01/07/2018,2018,,,,,,4.32,5.72,
Pacific,TON,Tonga,01/08/2018,2018,,,,,,5.66,6.00,
Pacific,TON,Tonga,01/09/2018,2018,,,,,,6.03,5.45,
Pacific,TON,Tonga,01/10/2018,2018,,,,,,4.41,6.37,
Pacific,TON,Tonga,01/11/2018,2018,,,,,,1.77,6.48,
Pacific,TON,Tonga,01/12/2018,2018,45.90,,,6.58,7.45,1.42,4.74,Upper middle income
Pacific,TON,Tonga,01/01/2019,2019,,,,,7.64,3.79,4.18,
Pacific,TON,Tonga,01/02/2019,2019,,,,,7.64,3.99,3.31,
Pacific,TON,Tonga,01/03/2019,2019,,,,,7.64,3.39,2.03,
Pacific,TON,Tonga,01/04/2019,2019,,,,,7.64,3.29,0.10,
Pacific,TON,Tonga,01/05/2019,2019,,,,,7.64,2.51,1.63,
Pacific,TON,Tonga,01/06/2019,2019,,,,,7.64,2.36,1.84,
Pacific,TON,Tonga,01/07/2019,2019,,,,,7.64,0.41,,
Pacific,TON,Tonga,01/08/2019,2019,,,,,7.64,1.53,,
Pacific,TON,Tonga,01/09/2019,2019,,,,,7.64,1.27,0.40,
Pacific,TON,Tonga,01/10/2019,2019,,,,,7.64,1.53,0.20,
Pacific,TON,Tonga,01/11/2019,2019,,,,,7.64,2.55,0.10,
Pacific,TON,Tonga,01/12/2019,2019,41.32,,,3.31,7.64,1.99,1.21,Upper middle income
Pacific,TON,Tonga,01/01/2020,2020,,,,,11.03,1.55,0.60,
Pacific,TON,Tonga,01/02/2020,2020,,,,,11.03,2.61,0.70,
Pacific,TON,Tonga,01/03/2020,2020,,,,,11.03,3.82,0.40,
Pacific,TON,Tonga,01/04/2020,2020,,,,,11.03,2.86,1.32,
Pacific,TON,Tonga,01/05/2020,2020,,,,,11.03,0.79,0.00,
Pacific,TON,Tonga,01/06/2020,2020,,,,,11.03,-0.67,,
Pacific,TON,Tonga,01/07/2020,2020,,,,,11.03,0.04,,
Pacific,TON,Tonga,01/08/2020,2020,,,,,11.03,-1.39,,
Pacific,TON,Tonga,01/09/2020,2020,,,,,11.03,-1.60,,
Pacific,TON,Tonga,01/10/2020,2020,,,,,11.03,-1.04,,
Pacific,TON,Tonga,01/11/2020,2020,,,,,11.03,-0.74,,
Pacific,TON,Tonga,01/12/2020,2020,43.62,,,3.95,11.03,-0.75,0.30,Upper middle income
Pacific,TON,Tonga,01/01/2021,2021,,,,,14.57,-0.71,1.30,
Pacific,TON,Tonga,01/02/2021,2021,,,,,14.57,-0.90,2.19,
Pacific,TON,Tonga,01/03/2021,2021,,,,,14.57,-2.92,3.27,
Pacific,TON,Tonga,01/04/2021,2021,,,,,14.57,-2.54,4.50,
Pacific,TON,Tonga,01/05/2021,2021,,,,,14.57,-2.50,4.72,
Pacific,TON,Tonga,01/06/2021,2021,,,,,14.57,-1.63,6.91,
Pacific,TON,Tonga,01/07/2021,2021,,,,,14.57,-0.95,6.77,
Pacific,TON,Tonga,01/08/2021,2021,,,,,14.57,-0.74,7.09,
Pacific,TON,Tonga,01/09/2021,2021,,,,,14.57,-1.29,6.54,
Pacific,TON,Tonga,01/10/2021,2021,,,,,14.57,-2.03,7.15,
Pacific,TON,Tonga,01/11/2021,2021,,,,,14.57,-1.85,8.12,
Pacific,TON,Tonga,01/12/2021,2021,47.55,,,3.63,14.57,0.07,9.22,Upper middle income
Pacific,TON,Tonga,01/01/2022,2022,,,,,9.20,0.07,8.17,
Pacific,TON,Tonga,01/02/2022,2022,,,,,9.20,-0.17,9.05,
Pacific,TON,Tonga,01/03/2022,2022,,,,,9.20,-0.64,7.88,
Pacific,TON,Tonga,01/04/2022,2022,,,,,9.20,-0.40,9.38,
Pacific,TON,Tonga,01/05/2022,2022,,,,,9.20,0.59,11.22,
Pacific,TON,Tonga,01/06/2022,2022,,,,,9.20,4.22,11.31,
Pacific,TON,Tonga,01/07/2022,2022,,,,,9.20,4.19,13.07,
Pacific,TON,Tonga,01/08/2022,2022,,,,,9.20,3.36,13.80,
Pacific,TON,Tonga,01/09/2022,2022,,,,,9.20,5.90,14.07,
Pacific,TON,Tonga,01/10/2022,2022,,,,,9.20,8.13,13.16,
Pacific,TON,Tonga,01/11/2022,2022,,,,,9.20,5.58,11.13,
Pacific,TON,Tonga,01/12/2022,2022,46.58,High,,,9.20,2.68,9.26,Upper middle income
Pacific,TON,Tonga,01/01/2023,2023,,,,,6.20,,9.74,
Pacific,TON,Tonga,01/02/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/03/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/04/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/05/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/06/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/07/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/08/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/09/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/10/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/11/2023,2023,,,,,,,,
Pacific,TON,Tonga,01/12/2023,2023,,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2000,2000,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2000,2000,,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2001,2001,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2001,2001,,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2002,2002,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2002,2002,,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2003,2003,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2003,2003,,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2004,2004,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2004,2004,,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2005,2005,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2005,2005,,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2006,2006,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2006,2006,37.49,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2007,2007,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2007,2007,32.40,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2008,2008,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2008,2008,19.76,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2009,2009,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2009,2009,20.57,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2010,2010,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2010,2010,21.06,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/06/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/07/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/08/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/09/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/10/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/11/2011,2011,,,,,,,,
Pacific,TUV,Tuvalu,01/12/2011,2011,19.10,,,,,,,Upper middle income
Pacific,TUV,Tuvalu,01/01/2012,2012,,,,,,,,
Pacific,TUV,Tuvalu,01/02/2012,2012,,,,,,,,
Pacific,TUV,Tuvalu,01/03/2012,2012,,,,,,,,
Pacific,TUV,Tuvalu,01/04/2012,2012,,,,,,,,
Pacific,TUV,Tuvalu,01/05/2012,2012,,,,,,,,
